PopID,Block,Treatment,Year,Date,Month,Time,Data.Temp
G05,5,Control,Year 1,5/28/19,Start,0:01,25.5
K04,7,Control,Year 1,5/28/19,Start,0:01,24.5
B01,1,Control,Year 1,5/28/19,Start,4:01,23.5
D13,3,Control,Year 1,5/28/19,Start,4:01,23.5
G05,5,Control,Year 1,5/28/19,Start,4:01,24.5
K04,7,Control,Year 1,5/28/19,Start,4:01,23.5
B01,1,Control,Year 1,5/28/19,Start,8:01,25
D13,3,Control,Year 1,5/28/19,Start,8:01,26
G05,5,Control,Year 1,5/28/19,Start,8:01,26.5
K04,7,Control,Year 1,5/28/19,Start,8:01,25
B01,1,Control,Year 1,5/28/19,Start,12:01,34
D13,3,Control,Year 1,5/28/19,Start,12:01,35.5
G05,5,Control,Year 1,5/28/19,Start,12:01,32
K04,7,Control,Year 1,5/28/19,Start,12:01,33
B01,1,Control,Year 1,5/28/19,Start,16:01,37.5
D13,3,Control,Year 1,5/28/19,Start,16:01,41
G05,5,Control,Year 1,5/28/19,Start,16:01,34.5
K04,7,Control,Year 1,5/28/19,Start,16:01,35
B01,1,Control,Year 1,5/28/19,Start,20:01,30
D13,3,Control,Year 1,5/28/19,Start,20:01,30
G05,5,Control,Year 1,5/28/19,Start,20:01,29.5
K04,7,Control,Year 1,5/28/19,Start,20:01,28
A04,1,High Humidity,Year 1,5/28/19,Start,0:01,26
C10,3,High Humidity,Year 1,5/28/19,Start,0:01,26.5
J07,5,High Humidity,Year 1,5/28/19,Start,0:01,26.5
A04,1,High Humidity,Year 1,5/28/19,Start,4:01,23.5
C10,3,High Humidity,Year 1,5/28/19,Start,4:01,24
J07,5,High Humidity,Year 1,5/28/19,Start,4:01,24
A04,1,High Humidity,Year 1,5/28/19,Start,8:01,26.5
C10,3,High Humidity,Year 1,5/28/19,Start,8:01,27
J07,5,High Humidity,Year 1,5/28/19,Start,8:01,29.5
A04,1,High Humidity,Year 1,5/28/19,Start,12:01,44.5
C10,3,High Humidity,Year 1,5/28/19,Start,12:01,39
J07,5,High Humidity,Year 1,5/28/19,Start,12:01,46
A04,1,High Humidity,Year 1,5/28/19,Start,16:01,52.5
C10,3,High Humidity,Year 1,5/28/19,Start,16:01,47.5
J07,5,High Humidity,Year 1,5/28/19,Start,16:01,48
A04,1,High Humidity,Year 1,5/28/19,Start,20:01,32.5
C10,3,High Humidity,Year 1,5/28/19,Start,20:01,33
J07,5,High Humidity,Year 1,5/28/19,Start,20:01,33
A09,3,Native Soil,Year 1,5/28/19,Start,0:01,26
D02,1,Native Soil,Year 1,5/28/19,Start,0:01,27
J09,5,Native Soil,Year 1,5/28/19,Start,0:01,27
A09,3,Native Soil,Year 1,5/28/19,Start,4:01,24
D02,1,Native Soil,Year 1,5/28/19,Start,4:01,24.5
J09,5,Native Soil,Year 1,5/28/19,Start,4:01,25
A09,3,Native Soil,Year 1,5/28/19,Start,8:01,26
D02,1,Native Soil,Year 1,5/28/19,Start,8:01,26.5
J09,5,Native Soil,Year 1,5/28/19,Start,8:01,25.5
A09,3,Native Soil,Year 1,5/28/19,Start,12:01,38.5
D02,1,Native Soil,Year 1,5/28/19,Start,12:01,38.5
J09,5,Native Soil,Year 1,5/28/19,Start,12:01,37
A09,3,Native Soil,Year 1,5/28/19,Start,16:01,44
D02,1,Native Soil,Year 1,5/28/19,Start,16:01,43.5
J09,5,Native Soil,Year 1,5/28/19,Start,16:01,44
A09,3,Native Soil,Year 1,5/28/19,Start,20:01,32.5
D02,1,Native Soil,Year 1,5/28/19,Start,20:01,33.5
J09,5,Native Soil,Year 1,5/28/19,Start,20:01,33
B01,1,Control,Year 1,5/29/19,Start,0:01,25.5
D13,3,Control,Year 1,5/29/19,Start,0:01,25.5
G05,5,Control,Year 1,5/29/19,Start,0:01,26.5
K04,7,Control,Year 1,5/29/19,Start,0:01,25
B01,1,Control,Year 1,5/29/19,Start,4:01,24
D13,3,Control,Year 1,5/29/19,Start,4:01,23.5
G05,5,Control,Year 1,5/29/19,Start,4:01,25
K04,7,Control,Year 1,5/29/19,Start,4:01,24
B01,1,Control,Year 1,5/29/19,Start,8:01,26
D13,3,Control,Year 1,5/29/19,Start,8:01,26
G05,5,Control,Year 1,5/29/19,Start,8:01,27
K04,7,Control,Year 1,5/29/19,Start,8:01,25
B01,1,Control,Year 1,5/29/19,Start,12:01,36
D13,3,Control,Year 1,5/29/19,Start,12:01,37
G05,5,Control,Year 1,5/29/19,Start,12:01,33
K04,7,Control,Year 1,5/29/19,Start,12:01,33.5
B01,1,Control,Year 1,5/29/19,Start,16:01,39.5
D13,3,Control,Year 1,5/29/19,Start,16:01,42
G05,5,Control,Year 1,5/29/19,Start,16:01,37.5
K04,7,Control,Year 1,5/29/19,Start,16:01,36.5
B01,1,Control,Year 1,5/29/19,Start,20:01,31
D13,3,Control,Year 1,5/29/19,Start,20:01,31
G05,5,Control,Year 1,5/29/19,Start,20:01,31
K04,7,Control,Year 1,5/29/19,Start,20:01,29.5
A04,1,High Humidity,Year 1,5/29/19,Start,0:01,26
C10,3,High Humidity,Year 1,5/29/19,Start,0:01,27
J07,5,High Humidity,Year 1,5/29/19,Start,0:01,27
A04,1,High Humidity,Year 1,5/29/19,Start,4:01,24
C10,3,High Humidity,Year 1,5/29/19,Start,4:01,24.5
J07,5,High Humidity,Year 1,5/29/19,Start,4:01,24.5
A04,1,High Humidity,Year 1,5/29/19,Start,8:01,26.5
C10,3,High Humidity,Year 1,5/29/19,Start,8:01,27
J07,5,High Humidity,Year 1,5/29/19,Start,8:01,28.5
A04,1,High Humidity,Year 1,5/29/19,Start,12:01,45
C10,3,High Humidity,Year 1,5/29/19,Start,12:01,40
J07,5,High Humidity,Year 1,5/29/19,Start,12:01,46.5
A04,1,High Humidity,Year 1,5/29/19,Start,16:01,52.5
C10,3,High Humidity,Year 1,5/29/19,Start,16:01,48
J07,5,High Humidity,Year 1,5/29/19,Start,16:01,49
A04,1,High Humidity,Year 1,5/29/19,Start,20:01,33.5
C10,3,High Humidity,Year 1,5/29/19,Start,20:01,34
J07,5,High Humidity,Year 1,5/29/19,Start,20:01,34.5
A09,3,Native Soil,Year 1,5/29/19,Start,0:01,26.5
D02,1,Native Soil,Year 1,5/29/19,Start,0:01,27.5
J09,5,Native Soil,Year 1,5/29/19,Start,0:01,28
A09,3,Native Soil,Year 1,5/29/19,Start,4:01,24
D02,1,Native Soil,Year 1,5/29/19,Start,4:01,25
J09,5,Native Soil,Year 1,5/29/19,Start,4:01,26
A09,3,Native Soil,Year 1,5/29/19,Start,8:01,26
D02,1,Native Soil,Year 1,5/29/19,Start,8:01,26.5
J09,5,Native Soil,Year 1,5/29/19,Start,8:01,26.5
A09,3,Native Soil,Year 1,5/29/19,Start,12:01,39.5
D02,1,Native Soil,Year 1,5/29/19,Start,12:01,40
J09,5,Native Soil,Year 1,5/29/19,Start,12:01,38.5
A09,3,Native Soil,Year 1,5/29/19,Start,16:01,45
D02,1,Native Soil,Year 1,5/29/19,Start,16:01,44.5
J09,5,Native Soil,Year 1,5/29/19,Start,16:01,45.5
A09,3,Native Soil,Year 1,5/29/19,Start,20:01,33.5
D02,1,Native Soil,Year 1,5/29/19,Start,20:01,34.5
J09,5,Native Soil,Year 1,5/29/19,Start,20:01,34
B01,1,Control,Year 1,5/30/19,Start,0:01,26
D13,3,Control,Year 1,5/30/19,Start,0:01,25.5
G05,5,Control,Year 1,5/30/19,Start,0:01,27
K04,7,Control,Year 1,5/30/19,Start,0:01,25.5
B01,1,Control,Year 1,5/30/19,Start,4:01,24
D13,3,Control,Year 1,5/30/19,Start,4:01,23
G05,5,Control,Year 1,5/30/19,Start,4:01,25
K04,7,Control,Year 1,5/30/19,Start,4:01,24
B01,1,Control,Year 1,5/30/19,Start,8:01,26
D13,3,Control,Year 1,5/30/19,Start,8:01,26
G05,5,Control,Year 1,5/30/19,Start,8:01,27.5
K04,7,Control,Year 1,5/30/19,Start,8:01,25.5
B01,1,Control,Year 1,5/30/19,Start,12:01,37
D13,3,Control,Year 1,5/30/19,Start,12:01,37.5
G05,5,Control,Year 1,5/30/19,Start,12:01,33.5
K04,7,Control,Year 1,5/30/19,Start,12:01,33.5
B01,1,Control,Year 1,5/30/19,Start,16:01,41
D13,3,Control,Year 1,5/30/19,Start,16:01,43
G05,5,Control,Year 1,5/30/19,Start,16:01,38.5
K04,7,Control,Year 1,5/30/19,Start,16:01,38
B01,1,Control,Year 1,5/30/19,Start,20:01,31
D13,3,Control,Year 1,5/30/19,Start,20:01,31
G05,5,Control,Year 1,5/30/19,Start,20:01,31
K04,7,Control,Year 1,5/30/19,Start,20:01,30
A04,1,High Humidity,Year 1,5/30/19,Start,0:01,26
C10,3,High Humidity,Year 1,5/30/19,Start,0:01,27
J07,5,High Humidity,Year 1,5/30/19,Start,0:01,27
A04,1,High Humidity,Year 1,5/30/19,Start,4:01,23.5
C10,3,High Humidity,Year 1,5/30/19,Start,4:01,24
J07,5,High Humidity,Year 1,5/30/19,Start,4:01,24
A04,1,High Humidity,Year 1,5/30/19,Start,8:01,26.5
C10,3,High Humidity,Year 1,5/30/19,Start,8:01,27
J07,5,High Humidity,Year 1,5/30/19,Start,8:01,29
A04,1,High Humidity,Year 1,5/30/19,Start,12:01,46
C10,3,High Humidity,Year 1,5/30/19,Start,12:01,40
J07,5,High Humidity,Year 1,5/30/19,Start,12:01,47
A04,1,High Humidity,Year 1,5/30/19,Start,16:01,52
C10,3,High Humidity,Year 1,5/30/19,Start,16:01,48
J07,5,High Humidity,Year 1,5/30/19,Start,16:01,49
A04,1,High Humidity,Year 1,5/30/19,Start,20:01,33.5
C10,3,High Humidity,Year 1,5/30/19,Start,20:01,34
J07,5,High Humidity,Year 1,5/30/19,Start,20:01,34
A09,3,Native Soil,Year 1,5/30/19,Start,0:01,26.5
D02,1,Native Soil,Year 1,5/30/19,Start,0:01,27.5
J09,5,Native Soil,Year 1,5/30/19,Start,0:01,28.5
A09,3,Native Soil,Year 1,5/30/19,Start,4:01,23.5
D02,1,Native Soil,Year 1,5/30/19,Start,4:01,24.5
J09,5,Native Soil,Year 1,5/30/19,Start,4:01,25.5
A09,3,Native Soil,Year 1,5/30/19,Start,8:01,26.5
D02,1,Native Soil,Year 1,5/30/19,Start,8:01,26.5
J09,5,Native Soil,Year 1,5/30/19,Start,8:01,26
A09,3,Native Soil,Year 1,5/30/19,Start,12:01,40.5
D02,1,Native Soil,Year 1,5/30/19,Start,12:01,40.5
J09,5,Native Soil,Year 1,5/30/19,Start,12:01,39.5
A09,3,Native Soil,Year 1,5/30/19,Start,16:01,45.5
D02,1,Native Soil,Year 1,5/30/19,Start,16:01,44.5
J09,5,Native Soil,Year 1,5/30/19,Start,16:01,45.5
A09,3,Native Soil,Year 1,5/30/19,Start,20:01,33
D02,1,Native Soil,Year 1,5/30/19,Start,20:01,34.5
J09,5,Native Soil,Year 1,5/30/19,Start,20:01,34
B01,1,Control,Year 1,5/31/19,Start,0:01,27.5
D13,3,Control,Year 1,5/31/19,Start,0:01,27
G05,5,Control,Year 1,5/31/19,Start,0:01,28
K04,7,Control,Year 1,5/31/19,Start,0:01,27
B01,1,Control,Year 1,5/31/19,Start,4:01,24.5
D13,3,Control,Year 1,5/31/19,Start,4:01,24
G05,5,Control,Year 1,5/31/19,Start,4:01,26
K04,7,Control,Year 1,5/31/19,Start,4:01,25
B01,1,Control,Year 1,5/31/19,Start,8:01,26.5
D13,3,Control,Year 1,5/31/19,Start,8:01,26.5
G05,5,Control,Year 1,5/31/19,Start,8:01,27
K04,7,Control,Year 1,5/31/19,Start,8:01,26
B01,1,Control,Year 1,5/31/19,Start,12:01,36.5
D13,3,Control,Year 1,5/31/19,Start,12:01,38
G05,5,Control,Year 1,5/31/19,Start,12:01,34
K04,7,Control,Year 1,5/31/19,Start,12:01,33.5
B01,1,Control,Year 1,5/31/19,Start,16:01,40
D13,3,Control,Year 1,5/31/19,Start,16:01,41
G05,5,Control,Year 1,5/31/19,Start,16:01,37
K04,7,Control,Year 1,5/31/19,Start,16:01,36.5
B01,1,Control,Year 1,5/31/19,Start,20:01,24
D13,3,Control,Year 1,5/31/19,Start,20:01,22.5
G05,5,Control,Year 1,5/31/19,Start,20:01,25
K04,7,Control,Year 1,5/31/19,Start,20:01,24.5
A04,1,High Humidity,Year 1,5/31/19,Start,0:01,28
C10,3,High Humidity,Year 1,5/31/19,Start,0:01,28.5
J07,5,High Humidity,Year 1,5/31/19,Start,0:01,28.5
A04,1,High Humidity,Year 1,5/31/19,Start,4:01,24.5
C10,3,High Humidity,Year 1,5/31/19,Start,4:01,25
J07,5,High Humidity,Year 1,5/31/19,Start,4:01,25
A04,1,High Humidity,Year 1,5/31/19,Start,8:01,27
C10,3,High Humidity,Year 1,5/31/19,Start,8:01,27
J07,5,High Humidity,Year 1,5/31/19,Start,8:01,27.5
A04,1,High Humidity,Year 1,5/31/19,Start,12:01,43
C10,3,High Humidity,Year 1,5/31/19,Start,12:01,39.5
J07,5,High Humidity,Year 1,5/31/19,Start,12:01,42.5
A04,1,High Humidity,Year 1,5/31/19,Start,16:01,47
C10,3,High Humidity,Year 1,5/31/19,Start,16:01,44.5
J07,5,High Humidity,Year 1,5/31/19,Start,16:01,45
A04,1,High Humidity,Year 1,5/31/19,Start,20:01,24
C10,3,High Humidity,Year 1,5/31/19,Start,20:01,24.5
J07,5,High Humidity,Year 1,5/31/19,Start,20:01,26.5
A09,3,Native Soil,Year 1,5/31/19,Start,0:01,27.5
D02,1,Native Soil,Year 1,5/31/19,Start,0:01,29
J09,5,Native Soil,Year 1,5/31/19,Start,0:01,29.5
A09,3,Native Soil,Year 1,5/31/19,Start,4:01,24.5
D02,1,Native Soil,Year 1,5/31/19,Start,4:01,25.5
J09,5,Native Soil,Year 1,5/31/19,Start,4:01,26.5
A09,3,Native Soil,Year 1,5/31/19,Start,8:01,26
D02,1,Native Soil,Year 1,5/31/19,Start,8:01,26.5
J09,5,Native Soil,Year 1,5/31/19,Start,8:01,27
A09,3,Native Soil,Year 1,5/31/19,Start,12:01,40.5
D02,1,Native Soil,Year 1,5/31/19,Start,12:01,40
J09,5,Native Soil,Year 1,5/31/19,Start,12:01,38.5
A09,3,Native Soil,Year 1,5/31/19,Start,16:01,42.5
D02,1,Native Soil,Year 1,5/31/19,Start,16:01,42.5
J09,5,Native Soil,Year 1,5/31/19,Start,16:01,42
A09,3,Native Soil,Year 1,5/31/19,Start,20:01,24.5
D02,1,Native Soil,Year 1,5/31/19,Start,20:01,25.5
J09,5,Native Soil,Year 1,5/31/19,Start,20:01,26.5
B01,1,Control,Year 1,6/1/19,June,0:01,22.5
D13,3,Control,Year 1,6/1/19,June,0:01,22
G05,5,Control,Year 1,6/1/19,June,0:01,23.5
K04,7,Control,Year 1,6/1/19,June,0:01,23
B01,1,Control,Year 1,6/1/19,June,4:01,20.5
D13,3,Control,Year 1,6/1/19,June,4:01,20
G05,5,Control,Year 1,6/1/19,June,4:01,22
K04,7,Control,Year 1,6/1/19,June,4:01,21.5
B01,1,Control,Year 1,6/1/19,June,8:01,22
D13,3,Control,Year 1,6/1/19,June,8:01,21.5
G05,5,Control,Year 1,6/1/19,June,8:01,24
K04,7,Control,Year 1,6/1/19,June,8:01,22
B01,1,Control,Year 1,6/1/19,June,12:01,33
D13,3,Control,Year 1,6/1/19,June,12:01,32
G05,5,Control,Year 1,6/1/19,June,12:01,31
K04,7,Control,Year 1,6/1/19,June,12:01,33
B01,1,Control,Year 1,6/1/19,June,16:01,32.5
D13,3,Control,Year 1,6/1/19,June,16:01,32.5
G05,5,Control,Year 1,6/1/19,June,16:01,31
K04,7,Control,Year 1,6/1/19,June,16:01,33
B01,1,Control,Year 1,6/1/19,June,20:01,26
D13,3,Control,Year 1,6/1/19,June,20:01,26
G05,5,Control,Year 1,6/1/19,June,20:01,26.5
K04,7,Control,Year 1,6/1/19,June,20:01,26.5
A04,1,High Humidity,Year 1,6/1/19,June,0:01,21
C10,3,High Humidity,Year 1,6/1/19,June,0:01,21.5
J07,5,High Humidity,Year 1,6/1/19,June,0:01,22.5
A04,1,High Humidity,Year 1,6/1/19,June,4:01,19.5
C10,3,High Humidity,Year 1,6/1/19,June,4:01,20
J07,5,High Humidity,Year 1,6/1/19,June,4:01,21
A04,1,High Humidity,Year 1,6/1/19,June,8:01,22.5
C10,3,High Humidity,Year 1,6/1/19,June,8:01,23
J07,5,High Humidity,Year 1,6/1/19,June,8:01,24
A04,1,High Humidity,Year 1,6/1/19,June,12:01,35.5
C10,3,High Humidity,Year 1,6/1/19,June,12:01,33.5
J07,5,High Humidity,Year 1,6/1/19,June,12:01,37
A04,1,High Humidity,Year 1,6/1/19,June,16:01,35
C10,3,High Humidity,Year 1,6/1/19,June,16:01,32.5
J07,5,High Humidity,Year 1,6/1/19,June,16:01,36
A04,1,High Humidity,Year 1,6/1/19,June,20:01,25.5
C10,3,High Humidity,Year 1,6/1/19,June,20:01,25
J07,5,High Humidity,Year 1,6/1/19,June,20:01,29
A09,3,Native Soil,Year 1,6/1/19,June,0:01,22
D02,1,Native Soil,Year 1,6/1/19,June,0:01,23
J09,5,Native Soil,Year 1,6/1/19,June,0:01,23.5
A09,3,Native Soil,Year 1,6/1/19,June,4:01,20
D02,1,Native Soil,Year 1,6/1/19,June,4:01,20.5
J09,5,Native Soil,Year 1,6/1/19,June,4:01,21.5
A09,3,Native Soil,Year 1,6/1/19,June,8:01,21.5
D02,1,Native Soil,Year 1,6/1/19,June,8:01,22
J09,5,Native Soil,Year 1,6/1/19,June,8:01,22
A09,3,Native Soil,Year 1,6/1/19,June,12:01,32
D02,1,Native Soil,Year 1,6/1/19,June,12:01,33
J09,5,Native Soil,Year 1,6/1/19,June,12:01,34.5
A09,3,Native Soil,Year 1,6/1/19,June,16:01,34
D02,1,Native Soil,Year 1,6/1/19,June,16:01,34
J09,5,Native Soil,Year 1,6/1/19,June,16:01,35
A09,3,Native Soil,Year 1,6/1/19,June,20:01,27
D02,1,Native Soil,Year 1,6/1/19,June,20:01,28
J09,5,Native Soil,Year 1,6/1/19,June,20:01,28
B01,1,Control,Year 1,6/2/19,June,0:01,22.5
D13,3,Control,Year 1,6/2/19,June,0:01,21.5
G05,5,Control,Year 1,6/2/19,June,0:01,23.5
K04,7,Control,Year 1,6/2/19,June,0:01,23
B01,1,Control,Year 1,6/2/19,June,4:01,20.5
D13,3,Control,Year 1,6/2/19,June,4:01,20
G05,5,Control,Year 1,6/2/19,June,4:01,22
K04,7,Control,Year 1,6/2/19,June,4:01,21.5
B01,1,Control,Year 1,6/2/19,June,8:01,23
D13,3,Control,Year 1,6/2/19,June,8:01,22.5
G05,5,Control,Year 1,6/2/19,June,8:01,24.5
K04,7,Control,Year 1,6/2/19,June,8:01,22.5
B01,1,Control,Year 1,6/2/19,June,12:01,32.5
D13,3,Control,Year 1,6/2/19,June,12:01,32
G05,5,Control,Year 1,6/2/19,June,12:01,31
K04,7,Control,Year 1,6/2/19,June,12:01,32.5
B01,1,Control,Year 1,6/2/19,June,16:01,33
D13,3,Control,Year 1,6/2/19,June,16:01,33.5
G05,5,Control,Year 1,6/2/19,June,16:01,31.5
K04,7,Control,Year 1,6/2/19,June,16:01,34.5
B01,1,Control,Year 1,6/2/19,June,20:01,26.5
D13,3,Control,Year 1,6/2/19,June,20:01,26
G05,5,Control,Year 1,6/2/19,June,20:01,27
K04,7,Control,Year 1,6/2/19,June,20:01,26.5
A04,1,High Humidity,Year 1,6/2/19,June,0:01,22.5
C10,3,High Humidity,Year 1,6/2/19,June,0:01,22
J07,5,High Humidity,Year 1,6/2/19,June,0:01,24
A04,1,High Humidity,Year 1,6/2/19,June,4:01,20.5
C10,3,High Humidity,Year 1,6/2/19,June,4:01,20.5
J07,5,High Humidity,Year 1,6/2/19,June,4:01,21.5
A04,1,High Humidity,Year 1,6/2/19,June,8:01,24
C10,3,High Humidity,Year 1,6/2/19,June,8:01,24
J07,5,High Humidity,Year 1,6/2/19,June,8:01,25.5
A04,1,High Humidity,Year 1,6/2/19,June,12:01,40.5
C10,3,High Humidity,Year 1,6/2/19,June,12:01,33
J07,5,High Humidity,Year 1,6/2/19,June,12:01,41.5
A04,1,High Humidity,Year 1,6/2/19,June,16:01,48
C10,3,High Humidity,Year 1,6/2/19,June,16:01,40
J07,5,High Humidity,Year 1,6/2/19,June,16:01,45
A04,1,High Humidity,Year 1,6/2/19,June,20:01,30.5
C10,3,High Humidity,Year 1,6/2/19,June,20:01,29.5
J07,5,High Humidity,Year 1,6/2/19,June,20:01,31
A09,3,Native Soil,Year 1,6/2/19,June,0:01,22.5
D02,1,Native Soil,Year 1,6/2/19,June,0:01,23
J09,5,Native Soil,Year 1,6/2/19,June,0:01,23.5
A09,3,Native Soil,Year 1,6/2/19,June,4:01,20
D02,1,Native Soil,Year 1,6/2/19,June,4:01,21
J09,5,Native Soil,Year 1,6/2/19,June,4:01,21.5
A09,3,Native Soil,Year 1,6/2/19,June,8:01,22
D02,1,Native Soil,Year 1,6/2/19,June,8:01,22.5
J09,5,Native Soil,Year 1,6/2/19,June,8:01,23
A09,3,Native Soil,Year 1,6/2/19,June,12:01,34.5
D02,1,Native Soil,Year 1,6/2/19,June,12:01,34
J09,5,Native Soil,Year 1,6/2/19,June,12:01,35
A09,3,Native Soil,Year 1,6/2/19,June,16:01,39.5
D02,1,Native Soil,Year 1,6/2/19,June,16:01,39
J09,5,Native Soil,Year 1,6/2/19,June,16:01,39
A09,3,Native Soil,Year 1,6/2/19,June,20:01,29.5
D02,1,Native Soil,Year 1,6/2/19,June,20:01,30.5
J09,5,Native Soil,Year 1,6/2/19,June,20:01,30
B01,1,Control,Year 1,6/3/19,June,0:01,24
D13,3,Control,Year 1,6/3/19,June,0:01,23
G05,5,Control,Year 1,6/3/19,June,0:01,25
K04,7,Control,Year 1,6/3/19,June,0:01,24
B01,1,Control,Year 1,6/3/19,June,4:01,21.5
D13,3,Control,Year 1,6/3/19,June,4:01,21
G05,5,Control,Year 1,6/3/19,June,4:01,23
K04,7,Control,Year 1,6/3/19,June,4:01,22
B01,1,Control,Year 1,6/3/19,June,8:01,23.5
D13,3,Control,Year 1,6/3/19,June,8:01,23
G05,5,Control,Year 1,6/3/19,June,8:01,25
K04,7,Control,Year 1,6/3/19,June,8:01,23
B01,1,Control,Year 1,6/3/19,June,12:01,32
D13,3,Control,Year 1,6/3/19,June,12:01,31.5
G05,5,Control,Year 1,6/3/19,June,12:01,30.5
K04,7,Control,Year 1,6/3/19,June,12:01,32
B01,1,Control,Year 1,6/3/19,June,16:01,33
D13,3,Control,Year 1,6/3/19,June,16:01,34.5
G05,5,Control,Year 1,6/3/19,June,16:01,29.5
K04,7,Control,Year 1,6/3/19,June,16:01,31.5
B01,1,Control,Year 1,6/3/19,June,20:01,26
D13,3,Control,Year 1,6/3/19,June,20:01,26
G05,5,Control,Year 1,6/3/19,June,20:01,25.5
K04,7,Control,Year 1,6/3/19,June,20:01,25
A04,1,High Humidity,Year 1,6/3/19,June,0:01,25
C10,3,High Humidity,Year 1,6/3/19,June,0:01,25
J07,5,High Humidity,Year 1,6/3/19,June,0:01,26
A04,1,High Humidity,Year 1,6/3/19,June,4:01,22
C10,3,High Humidity,Year 1,6/3/19,June,4:01,22
J07,5,High Humidity,Year 1,6/3/19,June,4:01,22.5
A04,1,High Humidity,Year 1,6/3/19,June,8:01,24.5
C10,3,High Humidity,Year 1,6/3/19,June,8:01,24.5
J07,5,High Humidity,Year 1,6/3/19,June,8:01,26
A04,1,High Humidity,Year 1,6/3/19,June,12:01,40.5
C10,3,High Humidity,Year 1,6/3/19,June,12:01,36
J07,5,High Humidity,Year 1,6/3/19,June,12:01,41
A04,1,High Humidity,Year 1,6/3/19,June,16:01,43
C10,3,High Humidity,Year 1,6/3/19,June,16:01,40
J07,5,High Humidity,Year 1,6/3/19,June,16:01,41
A04,1,High Humidity,Year 1,6/3/19,June,20:01,28.5
C10,3,High Humidity,Year 1,6/3/19,June,20:01,28
J07,5,High Humidity,Year 1,6/3/19,June,20:01,29
A09,3,Native Soil,Year 1,6/3/19,June,0:01,25
D02,1,Native Soil,Year 1,6/3/19,June,0:01,26
J09,5,Native Soil,Year 1,6/3/19,June,0:01,26
A09,3,Native Soil,Year 1,6/3/19,June,4:01,22
D02,1,Native Soil,Year 1,6/3/19,June,4:01,23
J09,5,Native Soil,Year 1,6/3/19,June,4:01,23.5
A09,3,Native Soil,Year 1,6/3/19,June,8:01,23
D02,1,Native Soil,Year 1,6/3/19,June,8:01,23.5
J09,5,Native Soil,Year 1,6/3/19,June,8:01,23.5
A09,3,Native Soil,Year 1,6/3/19,June,12:01,36
D02,1,Native Soil,Year 1,6/3/19,June,12:01,36
J09,5,Native Soil,Year 1,6/3/19,June,12:01,35.5
A09,3,Native Soil,Year 1,6/3/19,June,16:01,38
D02,1,Native Soil,Year 1,6/3/19,June,16:01,38.5
J09,5,Native Soil,Year 1,6/3/19,June,16:01,37.5
A09,3,Native Soil,Year 1,6/3/19,June,20:01,28
D02,1,Native Soil,Year 1,6/3/19,June,20:01,29.5
J09,5,Native Soil,Year 1,6/3/19,June,20:01,29
B01,1,Control,Year 1,6/4/19,June,0:01,21.5
D13,3,Control,Year 1,6/4/19,June,0:01,20
G05,5,Control,Year 1,6/4/19,June,0:01,22.5
K04,7,Control,Year 1,6/4/19,June,0:01,20.5
B01,1,Control,Year 1,6/4/19,June,4:01,19
D13,3,Control,Year 1,6/4/19,June,4:01,17.5
G05,5,Control,Year 1,6/4/19,June,4:01,21
K04,7,Control,Year 1,6/4/19,June,4:01,19
B01,1,Control,Year 1,6/4/19,June,8:01,21.5
D13,3,Control,Year 1,6/4/19,June,8:01,21
G05,5,Control,Year 1,6/4/19,June,8:01,23
K04,7,Control,Year 1,6/4/19,June,8:01,20.5
B01,1,Control,Year 1,6/4/19,June,12:01,31.5
D13,3,Control,Year 1,6/4/19,June,12:01,32
G05,5,Control,Year 1,6/4/19,June,12:01,29
K04,7,Control,Year 1,6/4/19,June,12:01,30.5
B01,1,Control,Year 1,6/4/19,June,16:01,36.5
D13,3,Control,Year 1,6/4/19,June,16:01,39
G05,5,Control,Year 1,6/4/19,June,16:01,32.5
K04,7,Control,Year 1,6/4/19,June,16:01,35
B01,1,Control,Year 1,6/4/19,June,20:01,27.5
D13,3,Control,Year 1,6/4/19,June,20:01,27.5
G05,5,Control,Year 1,6/4/19,June,20:01,27.5
K04,7,Control,Year 1,6/4/19,June,20:01,26.5
A04,1,High Humidity,Year 1,6/4/19,June,0:01,20.5
C10,3,High Humidity,Year 1,6/4/19,June,0:01,21
J07,5,High Humidity,Year 1,6/4/19,June,0:01,21
A04,1,High Humidity,Year 1,6/4/19,June,4:01,18
C10,3,High Humidity,Year 1,6/4/19,June,4:01,19
J07,5,High Humidity,Year 1,6/4/19,June,4:01,19
A04,1,High Humidity,Year 1,6/4/19,June,8:01,22
C10,3,High Humidity,Year 1,6/4/19,June,8:01,22.5
J07,5,High Humidity,Year 1,6/4/19,June,8:01,23.5
A04,1,High Humidity,Year 1,6/4/19,June,12:01,40
C10,3,High Humidity,Year 1,6/4/19,June,12:01,36
J07,5,High Humidity,Year 1,6/4/19,June,12:01,40
A04,1,High Humidity,Year 1,6/4/19,June,16:01,49
C10,3,High Humidity,Year 1,6/4/19,June,16:01,44
J07,5,High Humidity,Year 1,6/4/19,June,16:01,45.5
A04,1,High Humidity,Year 1,6/4/19,June,20:01,30
C10,3,High Humidity,Year 1,6/4/19,June,20:01,30.5
J07,5,High Humidity,Year 1,6/4/19,June,20:01,31
A09,3,Native Soil,Year 1,6/4/19,June,0:01,21.5
D02,1,Native Soil,Year 1,6/4/19,June,0:01,22
